RequestNum,PublisherNum,SubscribersNum,ValueSize,QoS,Throughput
10000, 400, 7, 128, 1, 4491.825877
10000, 450, 7, 128, 1, 4482.208266
10000, 450, 7, 128, 1, 4543.067698
10000, 450, 7, 128, 1, 4432.275298
10000, 450, 7, 128, 1, 4555.196106
10000, 450, 7, 128, 1, 4596.549901
10000, 500, 7, 128, 1, 4646.144689
10000, 500, 7, 128, 1, 4676.726113
10000, 500, 7, 128, 1, 4500.531117
10000, 500, 7, 128, 1, 4472.663256
10000, 500, 7, 128, 1, 4576.813913
10000, 550, 7, 128, 1, 4690.036773
10000, 550, 7, 128, 1, 4658.455659
10000, 550, 7, 128, 1, 4754.826254
10000, 550, 7, 128, 1, 4656.733576
10000, 550, 7, 128, 1, 4599.080339
10000, 600, 7, 128, 1, 4605.221750
10000, 600, 7, 128, 1, 4601.824988
10000, 600, 7, 128, 1, 4709.295262
10000, 600, 7, 128, 1, 4676.979861
10000, 600, 7, 128, 1, 4754.706917
10000, 650, 7, 128, 1, 4617.387522
10000, 650, 7, 128, 1, 4709.937376
10000, 650, 7, 128, 1, 4670.105950
10000, 650, 7, 128, 1, 4729.372689
10000, 650, 7, 128, 1, 4394.001354
10000, 700, 7, 128, 1, 4904.194688
10000, 700, 7, 128, 1, 4315.774029
10000, 700, 7, 128, 1, 4794.649931
10000, 700, 7, 128, 1, 4681.952236
10000, 700, 7, 128, 1, 4716.090963
10000, 750, 7, 128, 1, 4806.453696
10000, 750, 7, 128, 1, 4769.769478
10000, 750, 7, 128, 1, 4655.413846
10000, 750, 7, 128, 1, 4858.506410
10000, 750, 7, 128, 1, 4410.079696
10000, 800, 7, 128, 1, 4819.505658
10000, 800, 7, 128, 1, 4829.954072
10000, 800, 7, 128, 1, 4894.508348
10000, 800, 7, 128, 1, 4842.977400
10000, 800, 7, 128, 1, 4860.907487
10000, 850, 7, 128, 1, 4890.827468
10000, 850, 7, 128, 1, 5028.682003
10000, 850, 7, 128, 1, 4834.114359
10000, 850, 7, 128, 1, 4995.029102
10000, 850, 7, 128, 1, 4905.878520
10000, 900, 7, 128, 1, 4959.277677
10000, 900, 7, 128, 1, 4786.107304
10000, 900, 7, 128, 1, 4874.055208
10000, 900, 7, 128, 1, 4728.559836
10000, 900, 7, 128, 1, 4997.173229
10000, 950, 7, 128, 1, 4840.312610
10000, 950, 7, 128, 1, 4736.154190
10000, 950, 7, 128, 1, 4781.769736
10000, 950, 7, 128, 1, 4580.337744
10000, 950, 7, 128, 1, 4882.159421
10000, 50, 7, 128, 2, 2712.921395
10000, 50, 7, 128, 2, 2632.323094
10000, 50, 7, 128, 2, 2661.725233
10000, 50, 7, 128, 2, 2689.358788
10000, 50, 7, 128, 2, 2673.027306
10000, 100, 7, 128, 2, 3055.295023
10000, 100, 7, 128, 2, 3146.100155
10000, 100, 7, 128, 2, 3069.004458
10000, 100, 7, 128, 2, 3095.456435
10000, 100, 7, 128, 2, 3081.203958
10000, 150, 7, 128, 2, 3244.546666
10000, 150, 7, 128, 2, 3265.735907
10000, 150, 7, 128, 2, 3336.558191
10000, 150, 7, 128, 2, 3331.872615
10000, 150, 7, 128, 2, 3373.897898
10000, 200, 7, 128, 2, 3361.693692
10000, 200, 7, 128, 2, 3233.865692
10000, 200, 7, 128, 2, 3320.063408
10000, 200, 7, 128, 2, 3327.778580
10000, 200, 7, 128, 2, 3309.413250
10000, 250, 7, 128, 2, 3236.732436
10000, 250, 7, 128, 2, 3398.956571
10000, 250, 7, 128, 2, 3341.497952
10000, 250, 7, 128, 2, 3438.331541
10000, 250, 7, 128, 2, 3222.985634
10000, 300, 7, 128, 2, 3405.350757
10000, 300, 7, 128, 2, 3461.318684
10000, 300, 7, 128, 2, 3454.077192
10000, 300, 7, 128, 2, 3557.501202
10000, 300, 7, 128, 2, 3439.863600
10000, 350, 7, 128, 2, 3240.456480
10000, 350, 7, 128, 2, 3372.305254
10000, 350, 7, 128, 2, 3348.741449
10000, 350, 7, 128, 2, 3478.889096
10000, 400, 7, 128, 2, 3481.955242
10000, 400, 7, 128, 2, 3543.761268
10000, 400, 7, 128, 2, 3443.030146
10000, 400, 7, 128, 2, 3502.549198
10000, 400, 7, 128, 2, 3439.099472
10000, 450, 7, 128, 2, 3540.786935
10000, 450, 7, 128, 2, 3371.676447
10000, 450, 7, 128, 2, 3455.562301
10000, 450, 7, 128, 2, 3523.378950
10000, 450, 7, 128, 2, 3547.152570
10000, 500, 7, 128, 2, 3595.339656
10000, 500, 7, 128, 2, 3543.886849
10000, 500, 7, 128, 2, 3368.161567
10000, 500, 7, 128, 2, 3508.541681
10000, 500, 7, 128, 2, 3558.516270
10000, 550, 7, 128, 2, 3658.144631
10000, 550, 7, 128, 2, 3543.379665
10000, 550, 7, 128, 2, 3616.982089
10000, 550, 7, 128, 2, 3639.090285
10000, 550, 7, 128, 2, 3577.810711
10000, 600, 7, 128, 2, 3573.147843
10000, 600, 7, 128, 2, 3559.783580
10000, 600, 7, 128, 2, 3607.566059
10000, 600, 7, 128, 2, 3617.011002
10000, 600, 7, 128, 2, 3589.193285
10000, 650, 7, 128, 2, 3616.295111
10000, 650, 7, 128, 2, 3529.065358
10000, 650, 7, 128, 2, 3591.465386
10000, 650, 7, 128, 2, 3517.890434
10000, 650, 7, 128, 2, 3648.108742
10000, 700, 7, 128, 2, 3561.147301
10000, 700, 7, 128, 2, 3653.168537
10000, 700, 7, 128, 2, 3703.713340
10000, 700, 7, 128, 2, 3670.252733
10000, 700, 7, 128, 2, 3684.634022
10000, 750, 7, 128, 2, 3451.541544
10000, 750, 7, 128, 2, 3627.213212
10000, 750, 7, 128, 2, 3573.017012
10000, 750, 7, 128, 2, 3657.045773
10000, 750, 7, 128, 2, 3639.433295
10000, 800, 7, 128, 2, 3643.270873
10000, 800, 7, 128, 2, 3576.645116
10000, 800, 7, 128, 2, 3444.565088
10000, 800, 7, 128, 2, 3446.802267
10000, 800, 7, 128, 2, 3691.149489
10000, 850, 7, 128, 2, 3622.115699
10000, 850, 7, 128, 2, 3606.315148
10000, 850, 7, 128, 2, 3633.245825
10000, 850, 7, 128, 2, 3619.005547
10000, 850, 7, 128, 2, 3517.095802
10000, 900, 7, 128, 2, 3700.187882
10000, 900, 7, 128, 2, 3391.949683
10000, 900, 7, 128, 2, 3627.366122
10000, 900, 7, 128, 2, 3677.337329
10000, 900, 7, 128, 2, 3637.188491
10000, 950, 7, 128, 2, 3516.672772
10000, 950, 7, 128, 2, 3529.999601
10000, 950, 7, 128, 2, 3413.307099
10000, 950, 7, 128, 2, 3660.739690
10000, 950, 7, 128, 2, 3637.939522
10000, 50, 7, 1024, 0, 20036.831503
10000, 50, 7, 1024, 0, 20450.761659
10000, 50, 7, 1024, 0, 20234.663333
10000, 50, 7, 1024, 0, 21662.191886
10000, 50, 7, 1024, 0, 20655.542686
10000, 100, 7, 1024, 0, 20871.238590
10000, 100, 7, 1024, 0, 21337.926712
10000, 100, 7, 1024, 0, 20850.272355
10000, 100, 7, 1024, 0, 22293.584680
10000, 100, 7, 1024, 0, 20279.731066
10000, 150, 7, 1024, 0, 19055.844566
10000, 150, 7, 1024, 0, 19222.294676
10000, 150, 7, 1024, 0, 18590.979823
10000, 150, 7, 1024, 0, 21249.542590
10000, 150, 7, 1024, 0, 20795.775902
10000, 200, 7, 1024, 0, 18914.686487
10000, 200, 7, 1024, 0, 18527.427329
10000, 200, 7, 1024, 0, 19268.687042
10000, 200, 7, 1024, 0, 18756.129820
10000, 200, 7, 1024, 0, 16995.996245
10000, 250, 7, 1024, 0, 18420.823035
10000, 250, 7, 1024, 0, 17086.285856
10000, 250, 7, 1024, 0, 18041.056122
10000, 250, 7, 1024, 0, 16823.170434
10000, 250, 7, 1024, 0, 18013.906109
10000, 300, 7, 1024, 0, 16180.600668
10000, 300, 7, 1024, 0, 16638.388561
10000, 300, 7, 1024, 0, 16284.391260
10000, 300, 7, 1024, 0, 16261.109924
10000, 300, 7, 1024, 0, 17553.260652
10000, 350, 7, 1024, 0, 18148.413980
10000, 350, 7, 1024, 0, 16628.591847
10000, 350, 7, 1024, 0, 17312.779961
10000, 350, 7, 1024, 0, 16337.973756
10000, 350, 7, 1024, 0, 16439.651411
10000, 400, 7, 1024, 0, 18110.508384
10000, 400, 7, 1024, 0, 16758.271344
10000, 400, 7, 1024, 0, 17989.398117
10000, 400, 7, 1024, 0, 17228.533597
10000, 400, 7, 1024, 0, 16981.416514
10000, 450, 7, 1024, 0, 16177.299711
10000, 450, 7, 1024, 0, 17519.498663
10000, 450, 7, 1024, 0, 18911.706771
10000, 450, 7, 1024, 0, 17795.389392
10000, 450, 7, 1024, 0, 17885.445265
10000, 500, 7, 1024, 0, 17960.078901
10000, 500, 7, 1024, 0, 17079.675276
10000, 500, 7, 1024, 0, 17437.088137
10000, 500, 7, 1024, 0, 17004.235168
10000, 500, 7, 1024, 0, 17360.169985
10000, 550, 7, 1024, 0, 14350.350046
10000, 550, 7, 1024, 0, 16850.434415
10000, 550, 7, 1024, 0, 17866.190328
10000, 550, 7, 1024, 0, 17762.480225
10000, 550, 7, 1024, 0, 17134.055075
10000, 600, 7, 1024, 0, 17554.906706
10000, 600, 7, 1024, 0, 17115.746280
10000, 600, 7, 1024, 0, 16164.448199
10000, 600, 7, 1024, 0, 15617.782632
10000, 600, 7, 1024, 0, 16874.252512
10000, 650, 7, 1024, 0, 17539.713076
10000, 650, 7, 1024, 0, 15995.501528
10000, 650, 7, 1024, 0, 15909.329726
10000, 650, 7, 1024, 0, 16174.798380
10000, 650, 7, 1024, 0, 16755.672744
10000, 700, 7, 1024, 0, 18272.422954
10000, 700, 7, 1024, 0, 18108.351612
10000, 700, 7, 1024, 0, 17961.872054
10000, 700, 7, 1024, 0, 17607.580308
10000, 700, 7, 1024, 0, 15863.597076
10000, 750, 7, 1024, 0, 18331.002210
10000, 750, 7, 1024, 0, 17545.859231
10000, 750, 7, 1024, 0, 16525.134099
10000, 750, 7, 1024, 0, 18899.290254
10000, 750, 7, 1024, 0, 18763.933499
10000, 800, 7, 1024, 0, 17761.680422
10000, 800, 7, 1024, 0, 16462.947975
10000, 800, 7, 1024, 0, 17506.430839
10000, 800, 7, 1024, 0, 18171.634302
10000, 800, 7, 1024, 0, 16369.594994
10000, 850, 7, 1024, 0, 17614.584958
10000, 850, 7, 1024, 0, 17991.969213
10000, 850, 7, 1024, 0, 17437.894125
10000, 850, 7, 1024, 0, 17809.097633
10000, 850, 7, 1024, 0, 18254.873655
10000, 900, 7, 1024, 0, 16849.919255
10000, 900, 7, 1024, 0, 17128.935410
10000, 900, 7, 1024, 0, 17422.478646
10000, 900, 7, 1024, 0, 17662.626184
10000, 900, 7, 1024, 0, 17942.397344
10000, 950, 7, 1024, 0, 15543.369405
10000, 950, 7, 1024, 0, 18309.482983
10000, 950, 7, 1024, 0, 16877.900568
10000, 950, 7, 1024, 0, 17407.944132
10000, 950, 7, 1024, 0, 16701.811677
10000, 50, 7, 1024, 1, 3142.175672
10000, 50, 7, 1024, 1, 3183.252058
10000, 50, 7, 1024, 1, 3203.600394
10000, 50, 7, 1024, 1, 3219.063729
10000, 50, 7, 1024, 1, 3161.181142
10000, 100, 7, 1024, 1, 3730.313696
10000, 100, 7, 1024, 1, 3756.405799
10000, 100, 7, 1024, 1, 3567.274857
10000, 100, 7, 1024, 1, 3521.928252
10000, 100, 7, 1024, 1, 3550.466852
10000, 150, 7, 1024, 1, 3858.331634
10000, 150, 7, 1024, 1, 3826.229824
10000, 150, 7, 1024, 1, 3860.315547
10000, 150, 7, 1024, 1, 3881.584298
10000, 150, 7, 1024, 1, 3865.549106
10000, 200, 7, 1024, 1, 3882.575152
10000, 200, 7, 1024, 1, 3924.931481
10000, 200, 7, 1024, 1, 3944.433139
10000, 200, 7, 1024, 1, 4017.415488
10000, 200, 7, 1024, 1, 3935.511450
10000, 250, 7, 1024, 1, 3991.250516
10000, 250, 7, 1024, 1, 3894.155376
10000, 250, 7, 1024, 1, 4002.666025
10000, 250, 7, 1024, 1, 4021.749438
10000, 250, 7, 1024, 1, 3984.848581
10000, 300, 7, 1024, 1, 4033.365882
10000, 300, 7, 1024, 1, 4072.701481
10000, 300, 7, 1024, 1, 4043.642868
10000, 300, 7, 1024, 1, 4118.851517
10000, 300, 7, 1024, 1, 4114.989480
10000, 350, 7, 1024, 1, 4119.291833
10000, 350, 7, 1024, 1, 4174.082197
10000, 350, 7, 1024, 1, 4125.826302
10000, 350, 7, 1024, 1, 4198.403598
10000, 350, 7, 1024, 1, 4074.922196
10000, 400, 7, 1024, 1, 4170.228916
10000, 400, 7, 1024, 1, 4190.731592
10000, 400, 7, 1024, 1, 4157.791547
10000, 400, 7, 1024, 1, 4071.893714
10000, 400, 7, 1024, 1, 4144.933884
10000, 450, 7, 1024, 1, 4240.387415
10000, 450, 7, 1024, 1, 4209.556126
10000, 450, 7, 1024, 1, 4240.033038
10000, 450, 7, 1024, 1, 4246.546002
10000, 450, 7, 1024, 1, 4158.154573
10000, 500, 7, 1024, 1, 4288.586575
10000, 500, 7, 1024, 1, 4211.829646
10000, 500, 7, 1024, 1, 4231.052199
10000, 500, 7, 1024, 1, 4254.402166
10000, 500, 7, 1024, 1, 4209.483146
10000, 550, 7, 1024, 1, 4275.341245
10000, 550, 7, 1024, 1, 4275.829468
10000, 550, 7, 1024, 1, 4237.762219
10000, 550, 7, 1024, 1, 4223.363531
10000, 550, 7, 1024, 1, 4233.892016
10000, 600, 7, 1024, 1, 4326.065058
10000, 600, 7, 1024, 1, 4501.194596
10000, 600, 7, 1024, 1, 4271.527852
10000, 600, 7, 1024, 1, 4371.525503
10000, 600, 7, 1024, 1, 4302.921650
10000, 650, 7, 1024, 1, 4506.517956
10000, 650, 7, 1024, 1, 4476.610599
10000, 650, 7, 1024, 1, 4240.194383
10000, 650, 7, 1024, 1, 4272.853474
10000, 650, 7, 1024, 1, 4330.473503
10000, 700, 7, 1024, 1, 4494.395168
10000, 700, 7, 1024, 1, 4409.377486
10000, 700, 7, 1024, 1, 4463.084762
10000, 700, 7, 1024, 1, 4407.681456
10000, 700, 7, 1024, 1, 4263.541670
10000, 750, 7, 1024, 1, 4236.506062
10000, 750, 7, 1024, 1, 4481.346876
10000, 750, 7, 1024, 1, 4468.046772
10000, 750, 7, 1024, 1, 4531.081563
10000, 750, 7, 1024, 1, 4488.496851
10000, 800, 7, 1024, 1, 4412.950174
10000, 800, 7, 1024, 1, 4339.510816
10000, 800, 7, 1024, 1, 4575.824030
10000, 800, 7, 1024, 1, 4399.632742
10000, 800, 7, 1024, 1, 4401.187678
10000, 850, 7, 1024, 1, 4113.234190
10000, 850, 7, 1024, 1, 4575.581059
10000, 850, 7, 1024, 1, 4385.975541
10000, 850, 7, 1024, 1, 4376.542219
10000, 850, 7, 1024, 1, 4407.779018
10000, 900, 7, 1024, 1, 4351.689373
10000, 900, 7, 1024, 1, 4054.880986
10000, 900, 7, 1024, 1, 4405.921066
10000, 900, 7, 1024, 1, 4562.424273
10000, 900, 7, 1024, 1, 4579.154630
10000, 950, 7, 1024, 1, 4488.967148
10000, 950, 7, 1024, 1, 4361.217248
10000, 950, 7, 1024, 1, 4451.862278
10000, 950, 7, 1024, 1, 4366.716430
10000, 950, 7, 1024, 1, 4362.626519
10000, 50, 7, 1024, 2, 2649.072198
10000, 50, 7, 1024, 2, 2670.779707
10000, 50, 7, 1024, 2, 2608.850145
10000, 50, 7, 1024, 2, 2640.545660
10000, 50, 7, 1024, 2, 2657.511034
10000, 100, 7, 1024, 2, 3026.000229
10000, 100, 7, 1024, 2, 3007.681382
10000, 100, 7, 1024, 2, 3021.081319
10000, 100, 7, 1024, 2, 3032.583657
10000, 100, 7, 1024, 2, 3034.000372
10000, 150, 7, 1024, 2, 3126.228873
10000, 150, 7, 1024, 2, 3165.467008
10000, 150, 7, 1024, 2, 3128.379479
10000, 150, 7, 1024, 2, 3147.092607
10000, 150, 7, 1024, 2, 3139.862503
10000, 200, 7, 1024, 2, 3186.329185
10000, 200, 7, 1024, 2, 3201.983830
10000, 200, 7, 1024, 2, 3179.838929
10000, 200, 7, 1024, 2, 3107.404474
10000, 200, 7, 1024, 2, 3129.803356
10000, 250, 7, 1024, 2, 3148.018224
10000, 250, 7, 1024, 2, 3212.291741
10000, 250, 7, 1024, 2, 3234.166973
10000, 250, 7, 1024, 2, 3216.266625
10000, 250, 7, 1024, 2, 3060.627978
10000, 300, 7, 1024, 2, 3038.810391
10000, 300, 7, 1024, 2, 3187.822074
10000, 300, 7, 1024, 2, 3234.353848
10000, 300, 7, 1024, 2, 3246.443737
10000, 300, 7, 1024, 2, 3242.479740
10000, 350, 7, 1024, 2, 3193.001473
10000, 350, 7, 1024, 2, 3229.917516
10000, 350, 7, 1024, 2, 3197.475653
10000, 350, 7, 1024, 2, 3179.796574
10000, 350, 7, 1024, 2, 3202.129639
10000, 400, 7, 1024, 2, 3210.611421
10000, 400, 7, 1024, 2, 3205.084805
10000, 400, 7, 1024, 2, 3254.174253
10000, 400, 7, 1024, 2, 3093.465971
10000, 400, 7, 1024, 2, 3208.841434
10000, 450, 7, 1024, 2, 3189.790719
10000, 450, 7, 1024, 2, 3274.560135
10000, 450, 7, 1024, 2, 3238.828654
10000, 450, 7, 1024, 2, 3223.185538
10000, 450, 7, 1024, 2, 3241.664320
10000, 500, 7, 1024, 2, 3172.149878
10000, 500, 7, 1024, 2, 3270.441748
10000, 500, 7, 1024, 2, 3180.753471
10000, 500, 7, 1024, 2, 3203.503532
10000, 500, 7, 1024, 2, 3271.312622
10000, 550, 7, 1024, 2, 3285.614338
10000, 550, 7, 1024, 2, 3288.651144
10000, 550, 7, 1024, 2, 3330.486492
10000, 550, 7, 1024, 2, 3224.576627
10000, 550, 7, 1024, 2, 3256.560255
10000, 600, 7, 1024, 2, 3171.465747
10000, 600, 7, 1024, 2, 3357.067420
10000, 600, 7, 1024, 2, 3289.500575
10000, 600, 7, 1024, 2, 3083.021766
10000, 600, 7, 1024, 2, 3353.786018
10000, 650, 7, 1024, 2, 3286.043049
10000, 650, 7, 1024, 2, 3256.896052
10000, 650, 7, 1024, 2, 3359.554017
10000, 650, 7, 1024, 2, 3323.255559
10000, 650, 7, 1024, 2, 3251.882287
10000, 700, 7, 1024, 2, 3441.692810
10000, 700, 7, 1024, 2, 3245.705607
10000, 700, 7, 1024, 2, 3241.697751
10000, 700, 7, 1024, 2, 3275.094567
10000, 700, 7, 1024, 2, 3208.785979
10000, 750, 7, 1024, 2, 3244.932766
10000, 750, 7, 1024, 2, 3350.645114
10000, 750, 7, 1024, 2, 3239.981189
10000, 750, 7, 1024, 2, 3313.002084
10000, 750, 7, 1024, 2, 3329.626938
10000, 800, 7, 1024, 2, 3185.956894
10000, 800, 7, 1024, 2, 3297.945974
10000, 800, 7, 1024, 2, 3279.269046
10000, 800, 7, 1024, 2, 3221.050131
10000, 800, 7, 1024, 2, 3252.157731
10000, 850, 7, 1024, 2, 3315.999797
10000, 850, 7, 1024, 2, 3342.255112
10000, 850, 7, 1024, 2, 3297.877305
10000, 850, 7, 1024, 2, 3298.655519
10000, 850, 7, 1024, 2, 3270.435888
10000, 900, 7, 1024, 2, 3239.210015
10000, 900, 7, 1024, 2, 3222.128235
10000, 900, 7, 1024, 2, 3342.027399
10000, 900, 7, 1024, 2, 3171.648365
10000, 900, 7, 1024, 2, 3063.575613
10000, 950, 7, 1024, 2, 3274.424792
10000, 950, 7, 1024, 2, 3368.460717
10000, 950, 7, 1024, 2, 3354.157345
10000, 950, 7, 1024, 2, 3302.035619
10000, 950, 7, 1024, 2, 3408.267596
10000, 50, 7, 10240, 0, 9512.276975
10000, 50, 7, 10240, 0, 10023.740327
10000, 50, 7, 10240, 0, 7903.171287
10000, 50, 7, 10240, 0, 7575.975155
10000, 50, 7, 10240, 0, 8590.608543
10000, 100, 7, 10240, 0, 7507.471892
10000, 100, 7, 10240, 0, 7632.016441
10000, 100, 7, 10240, 0, 8229.648554
10000, 100, 7, 10240, 0, 7657.251816
10000, 100, 7, 10240, 0, 7746.884230
10000, 150, 7, 10240, 0, 6057.368140
10000, 150, 7, 10240, 0, 6881.102936
10000, 150, 7, 10240, 0, 6528.046502
10000, 150, 7, 10240, 0, 7105.975662
10000, 150, 7, 10240, 0, 6636.352706
10000, 200, 7, 10240, 0, 6156.043172
10000, 200, 7, 10240, 0, 6542.429160
10000, 200, 7, 10240, 0, 7095.289979
10000, 200, 7, 10240, 0, 6391.340206
10000, 200, 7, 10240, 0, 6408.345302
10000, 250, 7, 10240, 0, 6353.027346
10000, 250, 7, 10240, 0, 6250.458834
10000, 250, 7, 10240, 0, 6676.660831
10000, 250, 7, 10240, 0, 6403.253422
10000, 250, 7, 10240, 0, 6143.474544
10000, 300, 7, 10240, 0, 5952.723195
10000, 300, 7, 10240, 0, 6226.182796
10000, 300, 7, 10240, 0, 6142.546793
10000, 300, 7, 10240, 0, 6534.546454
10000, 300, 7, 10240, 0, 6039.612824
10000, 350, 7, 10240, 0, 6223.640324
10000, 350, 7, 10240, 0, 6368.868502
10000, 350, 7, 10240, 0, 6242.765481
10000, 350, 7, 10240, 0, 6099.686623
10000, 350, 7, 10240, 0, 6171.690814
10000, 400, 7, 10240, 0, 6195.165030
10000, 400, 7, 10240, 0, 6730.487482
10000, 400, 7, 10240, 0, 6291.711198
10000, 400, 7, 10240, 0, 6276.134219
10000, 400, 7, 10240, 0, 6098.267006
10000, 450, 7, 10240, 0, 5494.714858
10000, 450, 7, 10240, 0, 6254.488276
10000, 450, 7, 10240, 0, 6625.137658
10000, 450, 7, 10240, 0, 6852.541668
10000, 450, 7, 10240, 0, 6395.485827
10000, 500, 7, 10240, 0, 6435.857666
10000, 500, 7, 10240, 0, 6472.870897
10000, 500, 7, 10240, 0, 5950.991084
